name,category,is_primary,confidence,evidence_count,ref_count,evidence
高阳,乡里,,0.55,1,10,L3_HINT_MEDIUM(0.55)
三亭,乡里,Y,0.65,2,1,L3_HINT_WEAK(0.40); L4_SUFFIX_MEDIUM(0.65)
丘里,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
东平陆监乡,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
中阳里,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
亭亭,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
元里,乡里,Y,0.65,2,8,L5_PEER_PROP(0.50); L4_SUFFIX_MEDIUM(0.65)
入里,乡里,Y,0.65,1,2,L4_SUFFIX_MEDIUM(0.65)
兹乡,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
冯亭,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
利乡,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
北里,乡里,Y,0.65,1,2,L4_SUFFIX_MEDIUM(0.65)
华阳,乡里,,0.65,2,11,L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50)
召里,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
唐里,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
壤乡,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
大泽乡,乡里,Y,0.65,1,2,L4_SUFFIX_MEDIUM(0.65)
大犹乡,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
孔里,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
尸乡,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
州乡,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
应亭,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
戚里,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
扛里,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
杜平乡,乡里,Y,0.65,1,2,L4_SUFFIX_MEDIUM(0.65)
杠里,乡里,Y,0.65,2,6,L5_PEER_PROP(0.50); L4_SUFFIX_MEDIUM(0.65)
林乡,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
槐里,乡里,Y,0.65,2,8,L5_PEER_PROP(0.50); L4_SUFFIX_MEDIUM(0.65)
樊乡,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
武都里,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
氾里,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
沛泗上亭,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
牖里,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
章武里,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
羑里,乡里,Y,0.65,1,7,L4_SUFFIX_MEDIUM(0.65)
车里,乡里,Y,0.65,1,2,L4_SUFFIX_MEDIUM(0.65)
轵深井里,乡里,Y,0.65,1,2,L4_SUFFIX_MEDIUM(0.65)
阙里,乡里,Y,0.65,1,2,L4_SUFFIX_MEDIUM(0.65)
阪里,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
陬乡,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
陵里,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
颐乡,乡里,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
高里,乡里,Y,0.65,1,2,L4_SUFFIX_MEDIUM(0.65)
关,关隘,Y,0.5,1,11,L5_PEER_PROP(0.50)
临晋关,关隘,Y,0.8,2,4,L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
扞关,关隘,Y,0.8,1,3,L4_SUFFIX_STRONG(0.80)
无假之关,关隘,Y,0.8,1,2,L4_SUFFIX_STRONG(0.80)
旬关,关隘,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
昭关,关隘,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
朝塞,关隘,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
武州塞,关隘,Y,0.8,1,3,L4_SUFFIX_STRONG(0.80)
河南塞,关隘,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
湟谿关,关隘,Y,0.8,2,1,L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
筰关,关隘,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
郧关,关隘,Y,0.8,2,1,L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
郭关,关隘,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
都关,关隘,Y,0.8,2,1,L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
鄳塞,关隘,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
陉塞,关隘,Y,0.8,2,1,L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
零关,关隘,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
鲁关,关隘,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
鸱之塞,关隘,Y,0.8,2,1,L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
井陉,关隘,Y,0.95,1,12,L1_EXPLICIT_PASS(0.95)
井陉口,关隘,Y,0.95,1,3,L1_EXPLICIT_PASS(0.95)
函谷,关隘,Y,0.95,1,11,L1_EXPLICIT_PASS(0.95)
函谷关,关隘,Y,0.95,2,13,L1_EXPLICIT_PASS(0.95); L4_SUFFIX_STRONG(0.80)
句注,关隘,Y,0.95,1,12,L1_EXPLICIT_PASS(0.95)
寻陕,关隘,Y,0.95,1,1,L1_EXPLICIT_PASS(0.95)
峣关,关隘,Y,0.95,3,4,L1_EXPLICIT_PASS(0.95); L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
崤,关隘,Y,0.95,1,1,L1_EXPLICIT_PASS(0.95)
榆关,关隘,Y,0.95,3,2,L1_EXPLICIT_PASS(0.95); L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
武关,关隘,Y,0.95,3,33,L1_EXPLICIT_PASS(0.95); L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
殽,关隘,Y,0.95,2,16,L1_EXPLICIT_PASS(0.95); L5_PEER_PROP(0.50)
殽函,关隘,Y,0.95,1,7,L1_EXPLICIT_PASS(0.95)
殽厄,关隘,Y,0.95,1,1,L1_EXPLICIT_PASS(0.95)
殽塞,关隘,Y,0.95,2,1,L1_EXPLICIT_PASS(0.95); L4_SUFFIX_STRONG(0.80)
萧关,关隘,Y,0.95,3,5,L1_EXPLICIT_PASS(0.95); L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
蜚狐,关隘,Y,0.95,1,2,L1_EXPLICIT_PASS(0.95)
阳关,关隘,Y,0.95,2,4,L1_EXPLICIT_PASS(0.95); L4_SUFFIX_STRONG(0.80)
飞狐,关隘,Y,0.95,1,2,L1_EXPLICIT_PASS(0.95)
飞狐口,关隘,Y,0.95,1,1,L1_EXPLICIT_PASS(0.95)
嵩高,区域,Y,0.5,1,4,L5_PEER_PROP(0.50)
新秦中,区域,Y,0.5,1,5,L5_PEER_PROP(0.50)
三晋,区域,Y,0.95,2,5,L1_EXPLICIT_REGION(0.95); L3_HINT_WEAK(0.40)
三河,区域,Y,0.95,2,13,L1_EXPLICIT_REGION(0.95); L5_PEER_PROP(0.50)
三秦,区域,Y,0.95,1,36,L1_EXPLICIT_REGION(0.95)
三辅,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
上原,区域,Y,0.95,1,2,L1_EXPLICIT_REGION(0.95)
上地,区域,Y,0.95,1,5,L1_EXPLICIT_REGION(0.95)
下东国,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
东北,区域,Y,0.95,1,11,L1_EXPLICIT_REGION(0.95)
东南,区域,Y,0.95,1,8,L1_EXPLICIT_REGION(0.95)
东原,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
东周,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
东土,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
东方,区域,Y,0.95,1,19,L1_EXPLICIT_REGION(0.95)
东隅,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
中原,区域,Y,0.95,1,3,L1_EXPLICIT_REGION(0.95)
中国,区域,Y,0.95,2,105,L1_EXPLICIT_REGION(0.95); L3_HINT_MEDIUM(0.55)
中州,区域,Y,0.95,2,2,L1_EXPLICIT_REGION(0.95); L5_PEER_PROP(0.50)
丰沛,区域,Y,0.95,1,3,L1_EXPLICIT_REGION(0.95)
九州,区域,Y,0.95,1,16,L1_EXPLICIT_REGION(0.95)
京师,区域,Y,0.95,1,28,L1_EXPLICIT_REGION(0.95)
休溷诸貉,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
假中,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
关东,区域,Y,0.95,1,18,L1_EXPLICIT_REGION(0.95)
关中,区域,Y,0.95,1,93,L1_EXPLICIT_REGION(0.95)
关内,区域,Y,0.95,1,5,L1_EXPLICIT_REGION(0.95)
关外,区域,Y,0.95,1,4,L1_EXPLICIT_REGION(0.95)
内方,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
北假,区域,Y,0.95,2,1,L1_EXPLICIT_REGION(0.95); L5_PEER_PROP(0.50)
北土,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
北州,区域,Y,0.95,1,2,L1_EXPLICIT_REGION(0.95)
北户,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
北方,区域,Y,0.95,1,9,L1_EXPLICIT_REGION(0.95)
北边,区域,Y,0.95,1,15,L1_EXPLICIT_REGION(0.95)
南土,区域,Y,0.95,1,3,L1_EXPLICIT_REGION(0.95)
南方,区域,Y,0.95,1,13,L1_EXPLICIT_REGION(0.95)
南河之南,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
南边,区域,Y,0.95,1,3,L1_EXPLICIT_REGION(0.95)
吴中,区域,Y,0.95,1,6,L1_EXPLICIT_REGION(0.95)
吴越,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
周,区域,Y,0.95,1,3,L1_EXPLICIT_REGION(0.95)
周南,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
四海,区域,Y,0.95,1,2,L1_EXPLICIT_REGION(0.95)
夏路,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
外方,区域,Y,0.95,2,1,L1_EXPLICIT_REGION(0.95); L5_PEER_PROP(0.50)
大原,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
大河,区域,Y,0.95,1,5,L1_EXPLICIT_REGION(0.95)
天,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
天下,区域,Y,0.95,1,123,L1_EXPLICIT_REGION(0.95)
宗周,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
山东,区域,Y,0.95,3,62,L1_EXPLICIT_REGION(0.95); L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
山北,区域,Y,0.95,1,2,L1_EXPLICIT_REGION(0.95)
山南,区域,Y,0.95,1,2,L1_EXPLICIT_REGION(0.95)
山西,区域,Y,0.95,1,3,L1_EXPLICIT_REGION(0.95)
岐下,区域,Y,0.95,1,6,L1_EXPLICIT_REGION(0.95)
巩洛,区域,Y,0.95,1,2,L1_EXPLICIT_REGION(0.95)
巴蜀,区域,Y,0.95,2,28,L1_EXPLICIT_REGION(0.95); L3_HINT_WEAK(0.40)
於中,区域,Y,0.95,2,5,L1_EXPLICIT_REGION(0.95); L5_PEER_PROP(0.50)
桑间,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
梁北,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
梁地,区域,Y,0.95,1,6,L1_EXPLICIT_REGION(0.95)
梁楚,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
毕,区域,Y,0.95,1,5,L1_EXPLICIT_REGION(0.95)
汉中,区域,Y,0.95,2,51,L1_EXPLICIT_REGION(0.95); L5_PEER_PROP(0.50)
汉北,区域,Y,0.95,2,2,L1_EXPLICIT_REGION(0.95); L5_PEER_PROP(0.50)
江东,区域,Y,0.95,1,11,L1_EXPLICIT_REGION(0.95)
江南,区域,Y,0.95,2,21,L1_EXPLICIT_REGION(0.95); L5_PEER_PROP(0.50)
江汉,区域,Y,0.95,1,2,L1_EXPLICIT_REGION(0.95)
江西,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
河东,区域,Y,0.95,2,33,L1_EXPLICIT_REGION(0.95); L5_PEER_PROP(0.50)
河内,区域,Y,0.95,2,50,L1_EXPLICIT_REGION(0.95); L5_PEER_PROP(0.50)
河北,区域,Y,0.95,1,15,L1_EXPLICIT_REGION(0.95)
河南,区域,Y,0.95,2,60,L1_EXPLICIT_REGION(0.95); L5_PEER_PROP(0.50)
河南地,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
河外,区域,Y,0.95,2,20,L1_EXPLICIT_REGION(0.95); L5_PEER_PROP(0.50)
河宗,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
河洛,区域,Y,0.95,1,2,L1_EXPLICIT_REGION(0.95)
河济,区域,Y,0.95,1,3,L1_EXPLICIT_REGION(0.95)
河渭,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
河西,区域,Y,0.95,2,26,L1_EXPLICIT_REGION(0.95); L5_PEER_PROP(0.50)
河雒,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
泗上,区域,Y,0.95,2,5,L1_EXPLICIT_REGION(0.95); L5_PEER_PROP(0.50)
泗东,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
泾渭,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
洙泗,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
济东,区域,Y,0.95,1,3,L1_EXPLICIT_REGION(0.95)
济北,区域,Y,0.95,2,26,L1_EXPLICIT_REGION(0.95); L5_PEER_PROP(0.50)
济南,区域,Y,0.95,2,19,L1_EXPLICIT_REGION(0.95); L5_PEER_PROP(0.50)
济西,区域,Y,0.95,1,14,L1_EXPLICIT_REGION(0.95)
海东,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
淮东,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
淮北,区域,Y,0.95,1,16,L1_EXPLICIT_REGION(0.95)
淮南,区域,Y,0.95,2,13,L1_EXPLICIT_REGION(0.95); L5_PEER_PROP(0.50)
淮泗,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
淮海,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
淮西,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
渭北,区域,Y,0.95,2,2,L1_EXPLICIT_REGION(0.95); L5_PEER_PROP(0.50)
渭南,区域,Y,0.95,2,8,L1_EXPLICIT_REGION(0.95); L5_PEER_PROP(0.50)
滇蜀,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
濮上,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
燕赵,区域,Y,0.95,1,2,L1_EXPLICIT_REGION(0.95)
燕齐,区域,Y,0.95,1,4,L1_EXPLICIT_REGION(0.95)
石,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
离碓,区域,Y,0.95,1,2,L1_EXPLICIT_REGION(0.95)
种,区域,Y,0.95,1,2,L1_EXPLICIT_REGION(0.95)
秦中,区域,Y,0.95,1,3,L1_EXPLICIT_REGION(0.95)
苞满,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
莒地,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
蜀汉,区域,Y,0.95,1,3,L1_EXPLICIT_REGION(0.95)
西北,区域,Y,0.95,1,19,L1_EXPLICIT_REGION(0.95)
西南,区域,Y,0.95,1,13,L1_EXPLICIT_REGION(0.95)
西土,区域,Y,0.95,2,4,L1_EXPLICIT_REGION(0.95); L3_HINT_WEAK(0.40)
西垂,区域,Y,0.95,1,9,L1_EXPLICIT_REGION(0.95)
西域,区域,Y,0.95,1,3,L1_EXPLICIT_REGION(0.95)
西方,区域,Y,0.95,1,15,L1_EXPLICIT_REGION(0.95)
西极,区域,Y,0.95,1,3,L1_EXPLICIT_REGION(0.95)
西界,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
西蜀,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
西雍,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
许田,区域,Y,0.95,2,8,L1_EXPLICIT_REGION(0.95); L5_PEER_PROP(0.50)
辽间,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
邛僰,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
邛笮,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
陇蜀,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
齐赵,区域,Y,0.95,1,1,L1_EXPLICIT_REGION(0.95)
齐鲁,区域,Y,0.95,1,6,L1_EXPLICIT_REGION(0.95)
桃林,原野,Y,0.4,1,4,L3_HINT_WEAK(0.40)
云梦之野,原野,Y,0.8,2,1,L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
巨野,原野,Y,0.8,1,2,L4_SUFFIX_STRONG(0.80)
钜野,原野,Y,0.8,1,5,L4_SUFFIX_STRONG(0.80)
东野,原野,Y,0.95,2,1,L1_EXPLICIT_PLAIN(0.95); L4_SUFFIX_STRONG(0.80)
商牧,原野,Y,0.95,1,1,L1_EXPLICIT_PLAIN(0.95)
商郊,原野,Y,0.95,1,2,L1_EXPLICIT_PLAIN(0.95)
涿鹿之野,原野,Y,0.95,2,1,L1_EXPLICIT_PLAIN(0.95); L4_SUFFIX_STRONG(0.80)
牧野,原野,Y,0.95,2,9,L1_EXPLICIT_PLAIN(0.95); L4_SUFFIX_STRONG(0.80)
苍梧之野,原野,Y,0.95,2,1,L1_EXPLICIT_PLAIN(0.95); L4_SUFFIX_STRONG(0.80)
都野,原野,Y,0.95,2,1,L1_EXPLICIT_PLAIN(0.95); L4_SUFFIX_STRONG(0.80)
阪泉之野,原野,Y,0.95,2,1,L1_EXPLICIT_PLAIN(0.95); L4_SUFFIX_STRONG(0.80)
宋,县,Y,0.4,1,6,L3_HINT_WEAK(0.40)
段干,县,Y,0.4,1,1,L3_HINT_WEAK(0.40)
陉城,县,Y,0.4,1,5,L3_HINT_WEAK(0.40)
齐营丘,县,Y,0.4,1,1,L3_HINT_WEAK(0.40)
於,县,Y,0.5,1,2,L5_PEER_PROP(0.50)
柳中,县,Y,0.5,1,1,L5_PEER_PROP(0.50)
焦,县,Y,0.5,2,7,L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
申,县,Y,0.5,2,9,L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
羌中,县,Y,0.5,1,1,L5_PEER_PROP(0.50)
合阳,县,Y,0.55,2,6,L3_HINT_MEDIUM(0.55); L5_PEER_PROP(0.50)
商,县,Y,0.55,2,8,L3_HINT_MEDIUM(0.55); L5_PEER_PROP(0.50)
堂谿,县,,0.55,1,4,L3_HINT_MEDIUM(0.55)
海春,县,Y,0.55,1,2,L3_HINT_MEDIUM(0.55)
真定,县,,0.55,1,8,L3_HINT_MEDIUM(0.55)
营丘,县,,0.55,1,8,L3_HINT_MEDIUM(0.55)
杞,县,Y,0.65,1,4,L3_HINT_STRONG(0.65)
应县,县,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
苦县,县,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
薛县,县,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
郡县,县,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
郴县,县,Y,0.8,1,3,L4_SUFFIX_STRONG(0.80)
野王县,县,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
丛,县,Y,0.85,1,1,L2_HOUZHE(0.85)
东淮,县,Y,0.85,1,1,L2_HOUZHE(0.85)
中牟,县,Y,0.85,2,5,L2_5_KNOWN_HAN_XIAN(0.85); L5_PEER_PROP(0.50)
临菑,县,Y,0.85,2,57,L2_5_KNOWN_HAN_XIAN(0.85); L5_PEER_PROP(0.50)
临蔡,县,Y,0.85,1,1,L2_HOUZHE(0.85)
丹杨,县,Y,0.85,1,1,L2_HOUZHE(0.85)
五㯫,县,Y,0.85,1,1,L2_HOUZHE(0.85)
俞闾,县,Y,0.85,1,1,L2_HOUZHE(0.85)
修武,县,Y,0.85,1,1,L2_5_KNOWN_HAN_XIAN(0.85)
公丘,县,Y,0.85,1,1,L2_HOUZHE(0.85)
共,县,Y,0.85,2,7,L2_5_KNOWN_HAN_XIAN(0.85); L5_PEER_PROP(0.50)
兹,县,Y,0.85,1,1,L2_HOUZHE(0.85)
冯翊,县,Y,0.85,1,2,L2_HOUZHE(0.85)
利昌,县,Y,0.85,1,1,L2_HOUZHE(0.85)
北平,县,Y,0.85,1,1,L2_HOUZHE(0.85)
千钟,县,Y,0.85,1,1,L2_HOUZHE(0.85)
南阳,县,,0.85,2,56,L2_5_KNOWN_HAN_XIAN(0.85); L5_PEER_PROP(0.50)
历下,县,Y,0.85,1,11,L2_5_KNOWN_HAN_XIAN(0.85)
句陵,县,Y,0.85,1,1,L2_HOUZHE(0.85)
周坚,县,Y,0.85,1,1,L2_HOUZHE(0.85)
周阳,县,Y,0.85,1,3,L2_HOUZHE(0.85)
城父,县,Y,0.85,1,15,L2_5_KNOWN_HAN_XIAN(0.85)
壤,县,Y,0.85,1,1,L2_HOUZHE(0.85)
大梁,县,Y,0.85,2,53,L2_5_KNOWN_HAN_XIAN(0.85); L5_PEER_PROP(0.50)
夫夷,县,Y,0.85,1,1,L2_HOUZHE(0.85)
安成,县,Y,0.85,1,4,L2_HOUZHE(0.85)
安遥,县,Y,0.85,1,1,L2_HOUZHE(0.85)
安郭,县,Y,0.85,1,1,L2_HOUZHE(0.85)
安险,县,Y,0.85,1,1,L2_HOUZHE(0.85)
宜成,县,Y,0.85,1,1,L2_HOUZHE(0.85)
富,县,Y,0.85,1,1,L2_HOUZHE(0.85)
寿春,县,Y,0.85,1,11,L2_5_KNOWN_HAN_XIAN(0.85)
寿梁,县,Y,0.85,1,1,L2_HOUZHE(0.85)
将梁,县,Y,0.85,1,1,L2_HOUZHE(0.85)
尉文,县,Y,0.85,1,2,L2_HOUZHE(0.85)
巨合,县,Y,0.85,1,1,L2_HOUZHE(0.85)
常山,县,,0.85,2,27,L2_5_KNOWN_HAN_XIAN(0.85); L5_PEER_PROP(0.50)
平都,县,Y,0.85,1,1,L2_HOUZHE(0.85)
平酌,县,Y,0.85,1,1,L2_HOUZHE(0.85)
广,县,Y,0.85,1,1,L2_HOUZHE(0.85)
广戚,县,Y,0.85,1,1,L2_HOUZHE(0.85)
广望,县,Y,0.85,1,3,L2_HOUZHE(0.85)
广饶,县,Y,0.85,1,1,L2_HOUZHE(0.85)
庄原,县,Y,0.85,1,1,L2_HOUZHE(0.85)
废丘,县,Y,0.85,1,17,L2_5_KNOWN_HAN_XIAN(0.85)
庸,县,Y,0.85,1,1,L2_HOUZHE(0.85)
张梁,县,Y,0.85,1,1,L2_HOUZHE(0.85)
彭,县,Y,0.85,1,1,L2_HOUZHE(0.85)
戎丘,县,Y,0.85,1,1,L2_HOUZHE(0.85)
房光,县,Y,0.85,1,1,L2_HOUZHE(0.85)
扶㴆,县,Y,0.85,1,1,L2_HOUZHE(0.85)
扶风,县,Y,0.85,1,3,L2_HOUZHE(0.85)
披阳,县,Y,0.85,1,1,L2_HOUZHE(0.85)
挍,县,Y,0.85,1,1,L2_HOUZHE(0.85)
揭阳,县,Y,0.85,1,3,L2_HOUZHE(0.85)
攸舆,县,Y,0.85,1,1,L2_HOUZHE(0.85)
新处,县,Y,0.85,1,1,L2_HOUZHE(0.85)
新馆,县,Y,0.85,1,1,L2_HOUZHE(0.85)
曲周,县,Y,0.85,1,2,L2_HOUZHE(0.85)
曲阜,县,,0.85,2,1,L2_5_KNOWN_HAN_XIAN(0.85); L3_HINT_WEAK(0.40)
有利,县,Y,0.85,1,1,L2_HOUZHE(0.85)
朐,县,Y,0.85,2,2,L2_HOUZHE(0.85); L5_PEER_PROP(0.50)
术阳,县,Y,0.85,1,1,L2_HOUZHE(0.85)
朸,县,Y,0.85,1,1,L2_HOUZHE(0.85)
枣彊,县,Y,0.85,1,1,L2_HOUZHE(0.85)
柏阳,县,Y,0.85,1,1,L2_HOUZHE(0.85)
柘,县,Y,0.85,2,1,L2_5_KNOWN_HAN_XIAN(0.85); L5_PEER_PROP(0.50)
柳宿,县,Y,0.85,1,1,L2_HOUZHE(0.85)
栎,县,Y,0.85,1,15,L2_5_KNOWN_HAN_XIAN(0.85)
栒,县,Y,0.85,1,1,L2_HOUZHE(0.85)
栗,县,Y,0.85,1,3,L2_5_KNOWN_HAN_XIAN(0.85)
桂林,县,Y,0.85,2,8,L2_5_KNOWN_HAN_XIAN(0.85); L5_PEER_PROP(0.50)
榆丘,县,Y,0.85,1,1,L2_HOUZHE(0.85)
横阳,县,Y,0.85,1,2,L2_HOUZHE(0.85)
武关,县,,0.85,2,33,L2_5_KNOWN_HAN_XIAN(0.85); L5_PEER_PROP(0.50)
毕梁,县,Y,0.85,1,1,L2_HOUZHE(0.85)
江乘,县,,0.85,1,1,L2_5_KNOWN_HAN_XIAN(0.85)
沛,县,Y,0.85,2,128,L2_5_KNOWN_HAN_XIAN(0.85); L5_PEER_PROP(0.50)
河津,县,,0.85,1,9,L2_5_KNOWN_HAN_XIAN(0.85)
洛陵,县,Y,0.85,1,1,L2_HOUZHE(0.85)
洮阳,县,Y,0.85,1,1,L2_HOUZHE(0.85)
浮丘,县,Y,0.85,1,1,L2_HOUZHE(0.85)
海常,县,Y,0.85,1,1,L2_HOUZHE(0.85)
涓,县,Y,0.85,1,1,L2_HOUZHE(0.85)
渑池,县,,0.85,1,9,L2_5_KNOWN_HAN_XIAN(0.85)
渠梨,县,Y,0.85,1,1,L2_HOUZHE(0.85)
温,县,Y,0.85,2,15,L2_5_KNOWN_HAN_XIAN(0.85); L5_PEER_PROP(0.50)
湖孰,县,Y,0.85,1,1,L2_HOUZHE(0.85)
瓯骆,县,Y,0.85,1,1,L2_HOUZHE(0.85)
甄,县,Y,0.85,2,9,L2_5_KNOWN_HAN_XIAN(0.85); L5_PEER_PROP(0.50)
甘井,县,Y,0.85,1,1,L2_HOUZHE(0.85)
益都,县,Y,0.85,1,1,L2_HOUZHE(0.85)
盖胥,县,Y,0.85,1,1,L2_HOUZHE(0.85)
相,县,Y,0.85,2,6,L2_5_KNOWN_HAN_XIAN(0.85); L5_PEER_PROP(0.50)
睢陵,县,Y,0.85,1,1,L2_HOUZHE(0.85)
督亢,县,Y,0.85,1,4,L2_5_KNOWN_HAN_XIAN(0.85)
石洛,县,Y,0.85,1,1,L2_HOUZHE(0.85)
祝兹,县,Y,0.85,1,1,L2_HOUZHE(0.85)
秩阳,县,Y,0.85,1,1,L2_HOUZHE(0.85)
穰,县,Y,0.85,3,8,L2_5_KNOWN_HAN_XIAN(0.85); L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
窳浑,县,,0.85,1,1,L2_5_KNOWN_HAN_XIAN(0.85)
